from,to,distance,time
24,459,0.8058753432790332,120.29376716395166
112,192,0.20528441776405978,90.26422088820298
183,359,0.39397757138098566,99.69887856904928
192,598,0.7840555642947554,119.20277821473778
256,637,1.0436703109454017,132.18351554727008
261,310,1.807032219541918,170.3516109770959
304,444,1.4447932259582579,152.2396612979129
310,498,1.262036178650038,143.1018089325019
316,351,0.823240552198196,121.1620276099098
328,185,0.8484563620732313,122.42281810366157
351,597,0.7857112029797718,119.2855601489886
359,24,0.4644864122347386,103.22432061173693
399,605,1.2835659254706717,144.1782962735336
417,428,0.7891198492528894,119.45599246264447
418,183,0.759002247237576,117.95011236187881
428,112,0.6361646968504078,111.80823484252039
444,316,0.7571700115040598,117.85850057520298
459,417,1.0053433634105724,130.26716817052863
498,399,1.0051870291498264,130.25935145749133
526,256,1.5107699637072722,155.5384981853636
597,418,0.9934051874813481,129.6702593740674
598,328,0.45872464781327943,102.93623239066397
605,526,1.6996115251522175,164.9805762576109
637,304,1.345561326359886,147.2780663179943
29,154,4.691842083732266,314.59210418661326
29,574,12.023801473066666,681.1900736533332
154,439,8.110053857764765,485.50269288823824
154,449,3.321846000712386,246.0923000356193
209,342,2.7208217303872777,216.0410865193639
209,528,6.1793133254727035,388.9656662736352
342,615,3.588737149110005,259.4368574555002
343,528,6.071276453403254,383.56382267016266
412,108,4.059075133861579,282.95375669307896
528,29,5.873253685608656,373.6626842804328
574,412,4.908337829582249,325.41689147911245
615,29,5.3807579010465165,349.03789505232584
26,518,0.6175919398982925,110.87959699491464
30,205,1.1507916226377828,137.53958113188912
52,343,2.1480380930821092,187.40190465410546
63,357,0.622112521201147,111.10562606005735
83,645,2.3270706284335096,196.35353142167548
111,283,0.5645064302593689,108.22532151296843
120,463,2.2292374438205407,191.46187219102703
159,349,2.0220180942284136,181.1009047114207
172,393,1.13419531257769,136.7097656288845
197,556,2.4700339601224472,203.50169800612235
205,246,0.7880102116652352,119.40051058326176
220,389,1.6820623072027496,164.10311536013748
231,120,1.216449475412903,140.82247377064516
236,401,1.7119002647167396,165.59501323583697
246,231,1.1900761363163994,139.50380681581998
254,425,2.2003537526059467,190.01768763029733
283,562,0.7905698563989977,119.52849281994989
284,480,0.8799610258763995,123.99805129381997
329,448,0.8477008225162375,122.38504112581188
338,528,1.8387199178158493,171.93599589079247
340,338,1.5834768332427678,159.1738416621384
340,593,1.534347576797192,156.71737883985958
343,26,0.6658059391820123,113.29029695910062
349,83,1.7705210591671015,168.52605295835508
357,329,1.1928895894582594,139.64447947291296
363,52,1.5910201519214724,159.55100759607362
389,30,1.1432415422418318,137.1620771120916
393,254,2.423999561919454,201.1999780959727
393,608,1.5832993083758484,159.1649654187924
401,501,2.336448473138272,196.8224236569136
408,284,0.7789721683832819,118.94860841916409
417,63,0.6296297637790602,111.48148818895301
425,236,1.7022619357733577,165.1130967886679
448,408,0.6022072759910098,110.11036379955048
456,220,1.4344720535677626,151.72360267838815
470,622,2.251902601817124,192.5951300908562
480,630,0.9560735803461013,127.80367901730506
489,340,1.6197979491861219,160.9898974593061
501,470,0.784165824449146,119.20829122245729
504,489,1.268335621343876,143.4167810671938
518,111,1.0787077892329857,133.9353894616493
528,363,2.7105995109598178,215.5299755479909
556,159,3.2877671535873456,244.3883576793673
562,417,0.6840085143609896,114.20042571804947
593,456,1.1645903983030472,138.22951991515237
608,168,1.5171525432434296,155.85762716217147
630,172,1.6905468373077543,164.5273418653877
645,504,1.7919121260152517,169.5956063007626
109,14,3.219276016000413,240.96380080002064
126,109,3.3237600838178145,246.18800419089072
262,461,11.64539992801469,662.2699964007345
359,262,13.60329002797157,760.1645013985785
359,607,9.22940863799403,541.4704318997015
402,501,2.753258867159668,217.66294335798338
418,501,16.17228009861584,888.614004930792
461,126,3.457960948628898,252.8980474314449
501,622,3.0354708189645834,231.77354094822917
535,537,1.4199315351178472,150.99657675589236
537,402,1.6655351576487936,163.27675788243968
607,535,2.0724665526146593,183.62332763073294
9,566,0.4455449246800892,102.27724623400447
24,234,0.9012800691136883,125.06400345568441
28,371,0.6357129324742019,111.7856466237101
37,418,0.9200639460202567,126.00319730101283
58,552,0.7474133759387922,117.37066879693961
96,356,0.28579257884486137,94.28962894224307
183,24,0.8243576350612399,121.21788175306199
192,629,0.6826063086150856,114.13031543075428
202,320,0.6792290496252439,113.9614524812622
207,28,0.4943055870267127,104.71527935133564
224,277,0.8892670333818411,124.46335166909205
226,481,0.42319640396092134,101.15982019804606
234,202,0.9176472465640838,125.88236232820418
248,226,0.9751804200673394,128.75902100336697
277,408,1.0083418787622476,130.41709393811237
320,207,1.735237414357545,166.76187071787726
326,626,0.7712370108599228,118.56185054299614
332,326,0.6205168809550009,111.02584404775004
343,9,0.5852909415862153,109.26454707931077
356,58,0.6133376376365592,110.66688188182796
369,96,0.2935279111426884,94.67639555713441
371,343,0.47897357176325966,103.94867858816298
408,37,0.6345611375541665,111.72805687770833
418,183,0.759002247237576,117.95011236187881
467,418,0.9640445727861162,128.20222863930582
481,643,0.4668559093699053,103.34279546849527
487,497,1.2256998801249877,141.28499400624938
497,224,0.6698346809907287,113.49173404953643
516,582,0.7822600966837482,119.11300483418741
552,192,0.7293781954605667,116.46890977302834
566,369,0.6591623331305758,112.95811665652879
582,487,0.9830168235391862,129.15084117695932
626,467,0.8890773362655794,124.45386681327898
629,516,0.6478297582043411,112.39148791021705
643,332,0.6825657553490326,114.12828776745164
5,169,0.9293784850602411,126.46892425301206
10,566,0.5813221314493489,109.06610657246745
29,176,2.034145819635128,181.7072909817564
34,248,0.8586546436534465,122.93273218267232
37,418,0.9200639460202567,126.00319730101283
43,576,1.7636053418922044,168.1802670946102
58,552,0.7474133759387922,117.37066879693961
67,523,1.9676967746209497,178.38483873104747
68,67,0.2753509927774022,93.76754963887011
78,68,0.9132733079936906,125.66366539968453
96,356,0.28579257884486137,94.28962894224307
125,5,1.303262996834183,145.16314984170913
155,156,1.3022099171727617,145.1104958586381
156,43,1.4543469262489548,152.71734631244775
169,168,1.1521707983980176,137.60853991990086
170,277,1.0601098258638664,133.0054912931933
170,306,1.3309879075821214,146.54939537910607
170,609,0.4561249712284969,102.80624856142484
170,620,0.8373864160997437,121.86932080498718
176,579,1.213219903202825,140.66099516014125
178,507,1.5868077370440858,159.3403868522043
186,155,2.247698062380737,192.38490311903686
192,629,0.6826063086150856,114.13031543075428
217,421,0.7057675084731589,115.28837542365795
224,170,0.8257032006178591,121.28516003089295
239,312,1.8211112711509063,171.05556355754533
248,451,0.7894878442902257,119.47439221451128
277,408,1.0083418787622476,130.41709393811237
288,186,1.6120747269391904,160.60373634695952
312,460,1.8885895966126078,174.42947983063038
356,58,0.6133376376365592,110.66688188182796
369,96,0.2935279111426884,94.67639555713441
408,37,0.6345611375541665,111.72805687770833
418,183,0.759002247237576,117.95011236187881
421,443,0.9751718325440851,128.75859162720425
431,615,0.9178882231349328,125.89441115674664
443,178,1.0061268026763206,130.30634013381604
451,519,0.6456859508570867,112.28429754285433
487,497,1.2256998801249877,141.28499400624938
497,224,0.6698346809907287,113.49173404953643
507,640,1.25705650294325,142.8528251471625
516,582,0.7822600966837482,119.11300483418741
519,570,0.6494858129542115,112.47429064771057
523,632,0.8774451108092324,123.87225554046162
552,192,0.7293781954605667,116.46890977302834
566,369,0.6591623331305758,112.95811665652879
570,125,0.9220059783871898,126.10029891935949
570,239,1.480212344630233,154.01061723151167
574,575,1.1749607908196924,138.74803954098462
575,288,1.1458163189702626,137.2908159485131
576,29,1.4415537681659636,152.07768840829817
579,431,1.3059974161359478,145.2998708067974
582,487,0.9830168235391862,129.15084117695932
609,217,0.7863695185904351,119.31847592952175
615,78,1.2490033805945433,142.45016902972716
620,34,0.5020918870227573,105.10459435113786
629,516,0.6478297582043411,112.39148791021705
632,10,1.0677350582818252,133.38675291409126
640,638,1.586603692165236,159.3301846082618
1,615,0.39694710101685166,99.84735505084258
12,435,0.4555800086429704,102.77900043214852
42,153,0.6275344115268103,111.37672057634052
62,177,0.3508194655921446,97.54097327960723
67,163,0.62057144932803,111.0285724664015
94,275,0.17397819544955176,88.69890977247759
95,468,0.8583164279097704,122.91582139548852
95,623,1.559057541425356,157.9528770712678
147,379,0.5122110371965606,105.61055185982804
151,437,0.5361017209803207,106.80508604901604
152,237,0.5724986452011385,108.62493226005692
153,219,0.553766441623271,107.68832208116355
162,191,0.7704863652410148,118.52431826205074
163,330,0.4225699255096336,101.12849627548168
177,95,0.9392920201641516,126.96460100820758
191,337,0.49365154416308077,104.68257720815404
219,41,0.9271802040251396,126.35901020125698
237,162,0.605166251782452,110.2583125891226
275,500,0.3709638905321647,98.54819452660823
299,152,0.6681989053581702,113.40994526790851
317,651,1.4311663744355294,151.55831872177646
330,12,0.95245704117824,127.622852058912
342,478,1.2228065629196723,141.14032814598363
346,317,1.0126840288451886,130.63420144225944
379,299,0.479491364761249,103.97456823806245
434,346,1.0233032283177315,131.1651614158866
435,62,0.6976140549496254,114.88070274748127
435,619,0.24728515652480484,92.36425782624025
435,628,0.6682824218058508,113.41412109029254
437,466,0.8182218783997688,120.91109391998845
438,67,0.9195710158919894,125.97855079459947
466,42,0.6711408649005248,113.55704324502625
468,151,0.5456746222535768,107.28373111267884
478,26,2.2387272564201357,191.93636282100678
478,565,1.2184636747490605,140.92318373745303
500,147,0.6102513848328582,110.51256924164291
522,95,0.801802762711792,120.0901381355896
528,438,1.0309194387445497,131.54597193722748
528,529,0.4356469333187665,101.78234666593832
529,1,0.7658075964332648,118.29037982166324
530,528,0.4917303663943782,104.58651831971892
615,522,0.8847674759772183,124.23837379886092
619,94,0.36264239704288254,98.13211985214413
623,434,0.7729180379832724,118.64590189916362
628,342,0.9540352485829735,127.70176242914867
4,168,2.393029563892823,199.65147819464113
63,418,1.8221001903514593,171.10500951757297
72,257,5.0724717824571615,333.6235891228581
84,549,2.4289414401288347,201.44707200644174
94,151,3.2121577097109513,240.60788548554757
107,228,1.208605906726971,140.43029533634854
151,650,3.7754312640839887,268.7715632041994
168,613,1.2414018541655474,142.07009270827737
207,562,1.876421297352837,173.82106486764184
215,358,1.3464546005482079,147.3227300274104
222,464,1.7806872878400495,169.0343643920025
228,476,1.0959288920065269,134.79644460032634
255,505,2.906672040331162,225.3336020165581
257,222,2.327693775395347,196.38468876976737
267,271,4.165811265876982,288.2905632938491
267,611,3.662347276918506,263.1173638459253
271,269,1.3210715121216863,146.0535756060843
271,270,2.660848368359415,213.04241841797077
297,355,1.7393825759134476,166.96912879567236
301,331,2.432563742724422,201.6281871362211
331,488,3.4802306677305785,254.01153338652892
343,207,1.594654064327108,159.7327032163554
352,573,10.881617196777633,624.0808598388817
355,215,1.5447172933444302,157.2358646672215
358,528,0.7898933789499115,119.49466894749557
418,4,6.385182465191303,399.2591232595651
464,107,3.8256402350370404,271.282011751852
476,297,1.9909159191457302,179.54579595728651
479,72,2.843644980957158,222.1822490478579
488,84,4.021908137152177,281.09540685760885
505,267,2.9293240740072743,226.4662037003637
528,632,4.579499396519858,308.9749698259929
549,352,2.917132718352605,225.85663591763026
562,63,1.3122128076320307,145.61064038160154
573,454,7.771309391965366,468.5654695982683
611,301,2.40601957175313,200.3009785876565
613,255,1.2783148292338609,143.91574146169305
632,94,3.296354387318772,244.81771936593861
632,343,1.6000076706759996,160.00038353379998
650,2,3.3663821096099404,248.31910548049703
11,69,1.0001630358373286,130.00815179186642
11,388,2.3686782304128586,198.43391152064294
69,419,1.4431038271639727,152.15519135819864
166,214,1.2858583234362073,144.29291617181036
194,229,1.2274366738985623,141.3718336949281
200,279,0.8437845463189274,122.18922731594637
214,258,1.4162605124878314,150.81302562439157
229,144,2.485380966934441,204.26904834672206
232,194,1.21320713274918,140.66035663745902
258,289,1.1129491386223787,135.64745693111894
279,166,0.7416950645228415,117.08475322614208
289,11,1.4330388679908084,151.65194339954041
319,214,3.9424833485859243,277.1241674292962
371,413,0.800739253502944,120.0369626751472
382,244,2.224402177134148,191.22010885670738
388,410,3.0760669231658366,233.80334615829184
410,382,1.29614835858737,144.8074179293685
413,200,1.78113765095285,169.0568825476425
419,641,1.8006294489671573,170.03147244835787
641,232,1.0034832201931194,130.17416100965596
4,168,2.393029563892823,199.65147819464113
102,494,1.2823422821439234,144.1171141071962
165,102,0.7864093651468345,119.32046825734173
168,613,1.2414018541655474,142.07009270827737
255,505,2.906672040331162,225.3336020165581
267,611,3.662347276918506,263.1173638459253
418,4,6.385182465191303,399.2591232595651
494,236,1.0886272958311418,134.4313647915571
505,267,2.9293240740072743,226.4662037003637
613,165,0.7318225872100071,116.59112936050036
613,255,1.2783148292338609,143.91574146169305
18,433,3.5129243789019844,255.6462189450992
72,479,2.843644980957158,222.1822490478579
73,195,1.7458721494857394,167.29360747428697
117,81,4.99114313417649,329.5571567088245
184,117,9.037119056323068,531.8559528161534
195,586,1.608372173258664,160.4186086629332
222,257,2.327693775395347,196.38468876976737
242,477,3.908323117553205,275.41615587766023
242,563,4.330171611290737,296.5085805645368
257,72,5.0724717824571615,333.6235891228581
333,563,2.8815819452169658,224.0790972608483
343,242,3.822425241200009,271.12126206000045
343,528,6.071276453403254,383.56382267016266
361,18,0.48244514429311913,104.12225721465596
403,361,0.734163345451953,116.70816727259765
433,73,1.4124359836096942,150.62179918048471
464,222,1.7806872878400495,169.0343643920025
476,464,6.129415760298593,386.47078801492967
477,184,4.705674126050786,315.28370630253926
528,333,3.5942604527223008,259.71302263611506
528,476,7.371100340912501,448.55501704562505
563,403,1.615102976152335,160.75514880761676
586,117,1.9687102363751217,178.43551181875608
10,632,1.0677350582818252,133.38675291409126
24,234,0.9012800691136883,125.06400345568441
28,371,0.6357129324742019,111.7856466237101
68,78,0.9132733079936906,125.66366539968453
78,615,1.2490033805945433,142.45016902972716
176,29,2.034145819635128,181.7072909817564
183,24,0.8243576350612399,121.21788175306199
202,320,0.6792290496252439,113.9614524812622
207,28,0.4943055870267127,104.71527935133564
226,481,0.42319640396092134,101.15982019804606
234,202,0.9176472465640838,125.88236232820418
248,226,0.9751804200673394,128.75902100336697
320,207,1.735237414357545,166.76187071787726
326,626,0.7712370108599228,118.56185054299614
332,326,0.6205168809550009,111.02584404775004
343,10,0.7003708507620587,115.01854253810293
363,68,0.6077904096515249,110.38952048257624
371,343,0.47897357176325966,103.94867858816298
418,183,0.759002247237576,117.95011236187881
431,579,1.3059974161359478,145.2998708067974
467,418,0.9640445727861162,128.20222863930582
481,643,0.4668559093699053,103.34279546849527
523,363,1.0859446710013607,134.29723355006803
579,176,1.213219903202825,140.66099516014125
615,431,0.9178882231349328,125.89441115674664
626,467,0.8890773362655794,124.45386681327898
632,523,0.8774451108092324,123.87225554046162
643,332,0.6825657553490326,114.12828776745164
168,613,1.2414018541655474,142.07009270827737
255,505,2.906672040331162,225.3336020165581
267,271,4.165811265876982,288.2905632938491
271,269,1.3210715121216863,146.0535756060843
271,270,2.660848368359415,213.04241841797077
418,168,8.76580137106397,518.2900685531986
505,267,2.9293240740072743,226.4662037003637
613,255,1.2783148292338609,143.91574146169305
271,269,1.3210715121216863,146.0535756060843
271,270,2.660848368359415,213.04241841797077
418,271,19.831591895996464,1071.579594799823
24,63,1.155032514784609,137.75162573923046
50,93,0.939365870838998,126.9682935419499
63,235,0.92650549564728,126.325274782364
93,94,2.2579486196422702,192.89743098211352
94,396,1.642896792146421,162.14483960732105
95,615,1.64365345904794,162.182672952397
98,446,1.6304034082713494,161.52017041356748
164,636,1.1698126778668678,138.4906338933434
212,544,0.5462272460737854,107.31136230368926
235,629,1.3519655931740646,147.59827965870323
314,616,0.9387568332842633,126.93784166421317
321,606,2.398500127827607,199.92500639138035
345,50,1.6802620376715218,164.0131018835761
380,164,0.8435832302683084,122.17916151341542
396,95,1.5498266013918236,157.49133006959119
446,321,1.1362703125298472,136.81351562649235
509,345,1.3770848065099806,148.85424032549903
517,24,1.7663173922716586,168.31586961358295
521,98,1.4673607028129887,153.36803514064945
544,517,0.9165709075088725,125.82854537544362
598,509,0.5242208958411528,106.21104479205763
606,380,2.2397010950478053,191.98505475239028
615,528,1.594381498243771,159.71907491218855
616,212,0.7694795631900251,118.47397815950126
629,598,0.8381836373848383,121.9091818692419
636,314,1.2622605894324144,143.11302947162073
87,602,2.1888686197556257,189.44343098778128
201,605,11.606147888607909,660.3073944303954
261,87,6.850101768310915,422.50508841554574
605,261,5.236897396998922,341.84486984994606
9,343,0.5852909415862153,109.26454707931077
24,212,3.1128045618574878,235.6402280928744
28,207,0.4943055870267127,104.71527935133564
109,14,3.219276016000413,240.96380080002064
109,116,5.432568164350472,351.6284082175236
126,109,3.3237600838178145,246.18800419089072
149,600,2.0559905076566,182.79952538282998
179,471,1.1633430907062974,138.16715453531486
202,234,0.9176472465640838,125.88236232820418
207,320,1.735237414357545,166.76187071787726
212,606,7.112540176916559,435.62700884582796
234,24,0.9012800691136883,125.06400345568441
262,397,1.8699838570492455,173.49919285246227
262,618,1.1688506320341423,138.44253160170712
281,580,2.0553421012645976,182.76710506322988
296,281,0.9734722898775238,128.6736144938762
320,202,0.6792290496252439,113.9614524812622
343,371,0.47897357176325966,103.94867858816298
370,149,1.992727537776014,179.6363768888007
370,461,3.050444456945082,232.52222284725408
371,28,0.6357129324742019,111.7856466237101
397,430,1.549141467192158,157.4570733596079
404,262,1.3070394212563299,145.3519710628165
405,370,2.175243641772092,188.76218208860462
406,405,1.5344403283241572,156.72201641620785
430,406,2.161022203986152,188.0511101993076
436,404,1.7608949513794492,168.04474756897247
461,126,3.457960948628898,252.8980474314449
469,296,1.8923490947582557,174.6174547379128
471,469,0.5988153698357852,109.94076849178926
606,436,1.464246326521977,153.21231632609886
618,179,2.990908069852148,229.54540349260742
17,320,1.3031695325028831,145.15847662514415
19,280,1.5811401907775557,159.0570095388778
25,133,1.105670070037086,135.2835035018543
26,371,0.5663137610750015,108.31568805375008
48,249,1.2032067837852856,140.16033918926428
64,345,0.6973081444130622,114.86540722065311
70,273,1.1794251055056302,138.97125527528152
85,181,1.498001782395728,154.9000891197864
92,110,0.9103514242382557,125.51757121191278
92,308,1.1254791702380282,136.2739585119014
110,48,0.9780446168496028,128.90223084248015
112,336,0.40430474517488885,100.21523725874444
129,132,0.6790416765043696,113.95208382521848
132,524,0.943564376085772,127.1782188042886
133,129,1.217716407274055,140.88582036370275
137,85,1.2690006429606475,143.4500321480324
138,561,1.1042852165477581,135.2142608273879
175,211,2.484726225069101,204.23631125345503
175,365,3.9037364949605418,275.1868247480271
185,64,0.7355204680525842,116.7760234026292
192,112,0.20528441776405978,90.26422088820298
201,92,1.4091233388360331,150.45616694180165
201,375,0.738100416022291,116.90502080111455
211,614,0.9766952040254333,128.83476020127165
225,70,1.3722433131766754,148.61216565883376
227,596,0.5028047847381717,105.14023923690858
249,225,2.097863603429309,184.89318017146545
273,137,2.1157063500126236,185.78531750063118
280,175,1.6386430328590247,161.93215164295123
303,185,0.8543296698641527,122.71648349320763
303,390,1.8914489257906986,174.57244628953492
303,598,1.7088725384799288,165.44362692399645
308,567,0.7401507802350265,117.00753901175132
320,201,0.6792290496252439,113.9614524812622
336,562,0.5824467078796111,109.12233539398055
345,26,0.987051567920227,129.35257839601135
371,413,0.800739253502944,120.0369626751472
372,503,1.4793816184974127,153.96908092487064
375,92,0.6748107901152334,113.74053950576166
390,36,0.9395674264544296,126.97837132272147
413,17,1.4928188314914639,154.6409415745732
416,303,0.9894727927263887,129.47363963631943
503,138,1.0811231024127936,134.0561551206397
524,416,1.2238558450792107,141.19279225396053
560,25,0.951649174105566,127.5824587052783
561,560,1.1603916160040175,138.01958080020088
562,227,0.5529472505255875,107.64736252627938
564,276,2.5965993863667918,209.82996931833958
567,19,1.0231344116816348,131.15672058408174
596,201,0.5709928155582602,108.54964077791301
598,192,0.7840555642947554,119.20277821473778
614,649,0.9875417060256587,129.37708530128293
649,564,1.4399638787227125,151.99819393613564
3,637,2.9424496676726686,227.12248338363344
16,407,1.8679049305437023,173.39524652718512
52,90,0.5559992515758333,107.79996257879166
61,588,1.190848722742234,139.5424361371117
